accuracy,precision,recall,f1_score,roc_auc,model
0.8167808219178082,0.8083333333333333,0.8304794520547946,0.8192567567567568,0.9041623662976168,logreg
0.853595890410959,0.8211508553654744,0.9041095890410958,0.8606356968215159,0.9236401060236441,rf
0.7303082191780822,0.71658615136876,0.761986301369863,0.7385892116182573,0.7952286428035279,nb
